Date,Weekday,Time,Trip ID,Passengers,Pickup Location,Dropoff Location,Distance,Fare
2025-01-17,Friday,02:59:24,TRP101676,1,Malad,Mulund,8.47,205.77
2025-01-17,Friday,03:52:58,TRP101693,2,Airport Terminal 1,Churchgate,8.32,157.15
2025-01-17,Friday,04:21:06,TRP101632,3,Colaba,Thane,18.61,323.75
2025-01-17,Friday,05:24:11,TRP101685,2,Bandra,Panvel,4.26,96.15
2025-01-17,Friday,05:25:52,TRP101631,2,Chembur,Vashi,16.88,227.84
2025-01-17,Friday,05:35:09,TRP101642,1,Ghatkopar,Juhu,7.27,145.24
2025-01-17,Friday,06:20:40,TRP101726,1,Airport Terminal 2,Malad,6.78,177.68
2025-01-17,Friday,06:22:04,TRP101651,2,Vashi,Juhu,27.77,535.82
2025-01-17,Friday,06:24:49,TRP101692,3,Churchgate,Borivali,19.64,259.5
2025-01-17,Friday,07:37:49,TRP101733,2,Kurla,Mulund,17.13,234.07
2025-01-17,Friday,07:47:52,TRP101641,2,Colaba,Lower Parel,4.62,113.91
2025-01-17,Friday,07:54:31,TRP101684,1,Malad,Dadar,3.32,84.47
2025-01-17,Friday,08:01:37,TRP101711,4,Mulund,Kurla,14.71,322.78
2025-01-17,Friday,08:05:19,TRP101672,3,Churchgate,Vashi,13.71,281.7
2025-01-17,Friday,08:12:16,TRP101728,2,Dadar,CST Station,6.64,140.59
2025-01-17,Friday,08:13:22,TRP101662,3,Borivali,Ghatkopar,15.08,373.74
2025-01-17,Friday,08:18:46,TRP101727,3,Ghatkopar,Churchgate,4.1,88.89
2025-01-17,Friday,08:20:03,TRP101690,1,Borivali,Ghatkopar,13.14,222.82
2025-01-17,Friday,08:20:10,TRP101682,4,Vashi,Juhu,18.19,303.3
2025-01-17,Friday,08:25:02,TRP101667,3,Kurla,Andheri West,26.16,650.74
2025-01-17,Friday,08:25:07,TRP101619,4,Vashi,Churchgate,6.0,143.16
2025-01-17,Friday,08:26:25,TRP101618,1,Churchgate,Malad,9.62,282.07
2025-01-17,Friday,08:34:56,TRP101695,1,Kurla,Goregaon,16.03,414.55
2025-01-17,Friday,08:41:59,TRP101656,1,Airport Terminal 1,Vashi,4.78,115.19
2025-01-17,Friday,08:47:43,TRP101703,1,Churchgate,Panvel,10.64,198.63
2025-01-17,Friday,08:53:43,TRP101611,1,Goregaon,Panvel,18.74,335.16
2025-01-17,Friday,08:54:20,TRP101729,1,Panvel,Goregaon,15.98,315.73
2025-01-17,Friday,08:55:33,TRP101612,3,Airport Terminal 2,Andheri West,9.86,287.68
2025-01-17,Friday,09:11:23,TRP101722,2,Bandra,Dadar,7.49,125.66
2025-01-17,Friday,09:35:42,TRP101616,4,Colaba,Malad,15.41,283.42
2025-01-17,Friday,09:41:03,TRP101688,4,Vikhroli,Dadar,12.86,235.13
2025-01-17,Friday,09:42:16,TRP101678,2,Thane,Ghatkopar,23.38,370.38
2025-01-17,Friday,09:48:42,TRP101717,1,Navi Mumbai,Ghatkopar,13.9,403.96
2025-01-17,Friday,09:50:10,TRP101634,2,Malad,CST Station,13.81,214.14
2025-01-17,Friday,09:53:19,TRP101636,1,Borivali,Vashi,10.73,229.67
2025-01-17,Friday,10:04:23,TRP101707,2,Lower Parel,Worli,21.95,400.31
2025-01-17,Friday,10:06:51,TRP101708,3,CST Station,Powai,6.0,118.46
2025-01-17,Friday,10:10:03,TRP101716,2,Chembur,Goregaon,7.97,167.37
2025-01-17,Friday,10:25:58,TRP101713,4,Dadar,Borivali,20.6,603.89
2025-01-17,Friday,10:36:51,TRP101653,1,Airport Terminal 2,Thane,13.63,236.36
2025-01-17,Friday,10:40:27,TRP101670,1,Vikhroli,Thane,12.52,208.47
2025-01-17,Friday,10:42:53,TRP101626,1,Juhu,Kurla,5.04,115.75
2025-01-17,Friday,10:45:50,TRP101714,2,Bandra,Kurla,20.89,407.18
2025-01-17,Friday,10:51:57,TRP101661,3,Churchgate,Kurla,28.37,454.57
2025-01-17,Friday,10:54:36,TRP101683,2,Juhu,Borivali,10.5,201.99
2025-01-17,Friday,10:57:33,TRP101615,1,Thane,Airport Terminal 1,5.72,129.75
2025-01-17,Friday,11:22:46,TRP101720,1,Juhu,CST Station,8.31,134.87
2025-01-17,Friday,11:29:35,TRP101700,1,Panvel,Thane,8.78,153.83
2025-01-17,Friday,11:45:27,TRP101658,1,Juhu,Airport Terminal 1,7.92,135.06
2025-01-17,Friday,11:46:28,TRP101689,1,Andheri East,Navi Mumbai,7.65,144.37
2025-01-17,Friday,11:52:11,TRP101635,1,Airport Terminal 1,Bandra,15.49,401.54
2025-01-17,Friday,11:57:59,TRP101646,1,Goregaon,Worli,4.5,105.1
2025-01-17,Friday,12:09:30,TRP101617,4,Powai,Panvel,30.17,519.45
2025-01-17,Friday,12:10:23,TRP101715,1,Juhu,Malad,30.78,517.75
2025-01-17,Friday,12:29:15,TRP101704,2,Vashi,Dadar,12.44,257.77
2025-01-17,Friday,12:40:06,TRP101625,3,Panvel,Juhu,18.71,396.54
2025-01-17,Friday,13:07:42,TRP101666,1,CST Station,Bandra,9.92,241.5
2025-01-17,Friday,13:32:33,TRP101674,1,Powai,Airport Terminal 2,17.73,315.76
2025-01-17,Friday,13:42:44,TRP101681,2,Goregaon,Bandra,5.33,122.67
2025-01-17,Friday,14:20:06,TRP101648,2,Lower Parel,Goregaon,18.26,299.75
2025-01-17,Friday,14:24:19,TRP101671,1,Airport Terminal 1,Panvel,17.3,352.6
2025-01-17,Friday,14:37:27,TRP101627,1,Ghatkopar,Juhu,20.26,334.63
2025-01-17,Friday,14:38:09,TRP101665,4,Lower Parel,Worli,26.59,405.34
2025-01-17,Friday,14:45:48,TRP101652,1,Dadar,Vikhroli,11.69,240.07
2025-01-17,Friday,15:03:19,TRP101673,1,Vikhroli,Malad,13.59,294.56
2025-01-17,Friday,15:15:13,TRP101699,2,Mulund,Malad,27.82,536.96
2025-01-17,Friday,15:18:13,TRP101730,3,Thane,Juhu,18.8,356.01
2025-01-17,Friday,15:23:10,TRP101613,1,Borivali,Ghatkopar,15.96,397.34
2025-01-17,Friday,15:40:56,TRP101705,1,Andheri West,Ghatkopar,4.21,156.17
2025-01-17,Friday,15:46:10,TRP101655,1,Vashi,Malad,15.12,263.69
2025-01-17,Friday,15:50:07,TRP101664,1,Colaba,Borivali,6.49,192.32
2025-01-17,Friday,16:28:19,TRP101701,1,Panvel,Lower Parel,6.82,189.8
2025-01-17,Friday,16:43:23,TRP101660,1,Borivali,Powai,31.16,384.72
2025-01-17,Friday,16:56:45,TRP101623,2,Mulund,Airport Terminal 1,7.27,247.43
2025-01-17,Friday,16:57:24,TRP101645,2,Vashi,Juhu,30.76,501.93
2025-01-17,Friday,17:05:21,TRP101659,1,Navi Mumbai,Panvel,7.87,161.17
2025-01-17,Friday,17:10:35,TRP101709,1,CST Station,Chembur,30.93,730.4
2025-01-17,Friday,17:19:52,TRP101621,2,Borivali,CST Station,11.74,346.55
2025-01-17,Friday,17:21:50,TRP101724,2,Ghatkopar,Borivali,3.96,129.46
2025-01-17,Friday,17:38:55,TRP101624,3,Kurla,Goregaon,16.77,530.33
2025-01-17,Friday,17:47:36,TRP101718,1,Andheri East,Colaba,25.27,365.99
2025-01-17,Friday,17:52:27,TRP101732,2,Bandra,Ghatkopar,18.22,289.82
2025-01-17,Friday,17:59:33,TRP101702,4,Thane,Powai,2.86,74.41
2025-01-17,Friday,18:02:36,TRP101687,1,Andheri East,Dadar,27.99,476.9
2025-01-17,Friday,18:14:37,TRP101735,2,Powai,Andheri West,10.8,206.32
2025-01-17,Friday,18:20:23,TRP101691,3,Andheri West,Dadar,17.31,230.92
2025-01-17,Friday,18:28:38,TRP101686,2,Panvel,Andheri West,12.81,291.99
2025-01-17,Friday,18:33:25,TRP101669,2,Panvel,CST Station,8.33,164.73
2025-01-17,Friday,18:34:54,TRP101697,1,Goregaon,Vikhroli,15.75,229.64
2025-01-17,Friday,18:44:24,TRP101719,3,Worli,Kurla,22.95,382.43
2025-01-17,Friday,18:47:51,TRP101723,1,Worli,Lower Parel,14.66,489.68
2025-01-17,Friday,18:51:42,TRP101721,3,Worli,Airport Terminal 2,2.82,87.4
2025-01-17,Friday,18:53:37,TRP101668,1,Borivali,Airport Terminal 2,16.5,296.73
2025-01-17,Friday,18:56:49,TRP101663,1,Powai,Airport Terminal 2,21.6,280.88
2025-01-17,Friday,19:00:40,TRP101620,1,Borivali,Airport Terminal 2,5.07,111.7
2025-01-17,Friday,19:09:34,TRP101614,3,Lower Parel,Thane,8.25,306.56
2025-01-17,Friday,19:12:16,TRP101637,1,Mulund,Airport Terminal 1,21.13,440.48
2025-01-17,Friday,19:22:22,TRP101633,1,Goregaon,Juhu,3.72,178.89
2025-01-17,Friday,19:34:11,TRP101639,2,Vikhroli,Lower Parel,6.81,117.99
2025-01-17,Friday,19:43:31,TRP101694,1,Lower Parel,Juhu,31.55,688.24
2025-01-17,Friday,19:44:15,TRP101647,1,CST Station,Churchgate,30.66,497.48
2025-01-17,Friday,19:45:47,TRP101630,2,Andheri West,Kurla,11.44,288.29
2025-01-17,Friday,20:21:54,TRP101706,4,Bandra,Worli,9.74,330.03
2025-01-17,Friday,20:24:38,TRP101628,1,Airport Terminal 2,Ghatkopar,15.12,301.14
2025-01-17,Friday,20:25:54,TRP101640,2,Juhu,Dadar,13.47,386.8
2025-01-17,Friday,20:26:35,TRP101644,1,CST Station,Churchgate,6.59,129.58
2025-01-17,Friday,20:28:22,TRP101734,1,Vashi,Airport Terminal 1,8.66,156.44
2025-01-17,Friday,20:28:41,TRP101643,1,Malad,Dadar,7.61,149.4
2025-01-17,Friday,20:29:46,TRP101698,1,Navi Mumbai,Vikhroli,9.37,174.24
2025-01-17,Friday,20:47:58,TRP101679,2,Juhu,Thane,10.93,182.84
2025-01-17,Friday,21:11:05,TRP101725,1,Mulund,Bandra,20.62,290.85
2025-01-17,Friday,21:21:11,TRP101677,1,Vikhroli,Goregaon,22.32,290.51
2025-01-17,Friday,21:21:56,TRP101622,1,Juhu,Andheri West,24.61,324.59
2025-01-17,Friday,21:52:49,TRP101680,2,Airport Terminal 1,Juhu,15.75,293.27
2025-01-17,Friday,22:16:18,TRP101731,1,Panvel,Powai,4.14,111.2
2025-01-17,Friday,22:20:01,TRP101638,2,Borivali,Malad,25.49,409.63
2025-01-17,Friday,22:24:51,TRP101657,2,Thane,Vikhroli,5.76,113.25
2025-01-17,Friday,22:36:06,TRP101629,1,Borivali,Panvel,14.59,302.68
2025-01-17,Friday,22:42:09,TRP101710,2,Navi Mumbai,Borivali,5.71,113.69
2025-01-17,Friday,22:42:36,TRP101712,4,Kurla,Worli,24.39,316.69
2025-01-17,Friday,22:57:14,TRP101675,1,Mulund,Worli,6.9,147.64
2025-01-17,Friday,23:01:35,TRP101650,2,Navi Mumbai,CST Station,24.84,446.92
2025-01-17,Friday,23:29:17,TRP101649,1,Churchgate,Andheri West,11.39,198.95
2025-01-17,Friday,23:56:10,TRP101696,1,Kurla,Vashi,21.11,287.41
2025-01-18,Saturday,01:54:10,TRP101856,1,Panvel,Juhu,2.72,76.78
2025-01-18,Saturday,02:12:38,TRP101854,1,Mulund,Bandra,5.05,116.19
2025-01-18,Saturday,05:04:49,TRP101781,1,Juhu,Mulund,12.27,224.17
2025-01-18,Saturday,05:31:02,TRP101798,1,Airport Terminal 1,Worli,7.83,173.61
2025-01-18,Saturday,05:32:58,TRP101788,2,Chembur,Dadar,13.65,246.93
2025-01-18,Saturday,06:25:34,TRP101760,1,Andheri West,Airport Terminal 2,20.56,337.56
2025-01-18,Saturday,06:27:02,TRP101819,1,Worli,Panvel,6.7,138.04
2025-01-18,Saturday,06:30:31,TRP101806,1,Goregaon,Andheri East,19.08,312.26
2025-01-18,Saturday,06:50:42,TRP101813,1,Powai,Churchgate,14.1,211.47
2025-01-18,Saturday,07:09:58,TRP101794,4,Bandra,Mulund,7.58,208.16
2025-01-18,Saturday,07:13:28,TRP101761,2,Powai,Borivali,23.59,326.31
2025-01-18,Saturday,07:18:28,TRP101768,2,Andheri East,Navi Mumbai,16.41,262.5
2025-01-18,Saturday,07:23:29,TRP101784,1,Airport Terminal 1,CST Station,16.6,253.42
2025-01-18,Saturday,07:29:35,TRP101855,2,Panvel,Kurla,6.01,134.12
2025-01-18,Saturday,07:30:02,TRP101810,2,Juhu,Thane,11.06,165.26
2025-01-18,Saturday,07:34:17,TRP101836,4,Dadar,Borivali,17.37,373.3
2025-01-18,Saturday,07:44:35,TRP101851,1,Andheri West,Juhu,26.79,395.38
2025-01-18,Saturday,08:02:24,TRP101769,4,Borivali,Vashi,6.93,171.07
2025-01-18,Saturday,08:03:23,TRP101775,1,Malad,Chembur,11.08,210.44
2025-01-18,Saturday,08:03:30,TRP101857,3,Dadar,Goregaon,22.18,347.62
2025-01-18,Saturday,08:08:54,TRP101817,3,Airport Terminal 2,Dadar,4.28,196.13
2025-01-18,Saturday,08:11:13,TRP101738,1,Borivali,Andheri East,5.96,115.61
2025-01-18,Saturday,08:11:58,TRP101841,1,Goregaon,Juhu,7.52,134.32
2025-01-18,Saturday,08:13:09,TRP101766,3,CST Station,Andheri East,19.07,276.6
2025-01-18,Saturday,08:36:11,TRP101812,1,Ghatkopar,Malad,33.14,466.4
2025-01-18,Saturday,08:40:19,TRP101742,1,Ghatkopar,Lower Parel,5.46,103.59
2025-01-18,Saturday,08:44:25,TRP101814,1,Andheri East,Kurla,20.5,332.47
2025-01-18,Saturday,08:45:15,TRP101759,1,Bandra,Panvel,9.75,151.21
2025-01-18,Saturday,08:47:40,TRP101785,1,Kurla,Thane,10.64,181.91
2025-01-18,Saturday,08:55:08,TRP101763,1,Airport Terminal 2,Worli,19.44,318.99
2025-01-18,Saturday,09:08:21,TRP101787,1,Kurla,Chembur,19.37,336.54
2025-01-18,Saturday,09:09:57,TRP101866,1,Chembur,Borivali,3.87,91.57
2025-01-18,Saturday,09:11:45,TRP101858,1,Borivali,Mulund,16.11,277.99
2025-01-18,Saturday,09:20:22,TRP101846,1,Vikhroli,Juhu,8.48,171.68
2025-01-18,Saturday,09:20:44,TRP101744,2,Goregaon,Worli,25.13,376.26
2025-01-18,Saturday,09:25:29,TRP101865,1,Mulund,Navi Mumbai,6.91,216.93
2025-01-18,Saturday,09:37:31,TRP101765,2,Andheri East,Kurla,14.63,341.79
2025-01-18,Saturday,09:38:29,TRP101755,2,Colaba,Powai,9.08,140.65
2025-01-18,Saturday,09:51:52,TRP101839,1,Vikhroli,Malad,2.56,70.21
2025-01-18,Saturday,09:55:12,TRP101782,1,Goregaon,Mulund,1.39,89.71
2025-01-18,Saturday,10:01:41,TRP101753,1,Chembur,Panvel,9.98,376.98
2025-01-18,Saturday,10:08:11,TRP101835,2,Borivali,Kurla,32.6,405.29
2025-01-18,Saturday,10:11:20,TRP101757,1,Lower Parel,Panvel,8.33,155.19
2025-01-18,Saturday,10:12:48,TRP101863,1,Andheri East,Malad,16.06,342.72
2025-01-18,Saturday,10:17:29,TRP101823,1,Chembur,Worli,13.53,210.96
2025-01-18,Saturday,10:24:23,TRP101797,1,Malad,Colaba,14.83,286.33
2025-01-18,Saturday,10:30:23,TRP101756,3,Dadar,Worli,10.1,152.39
2025-01-18,Saturday,10:35:49,TRP101802,1,Mulund,Navi Mumbai,10.82,159.58
2025-01-18,Saturday,10:44:43,TRP101770,3,Malad,Churchgate,9.82,180.83
2025-01-18,Saturday,10:52:43,TRP101786,2,Panvel,Airport Terminal 1,10.77,210.24
2025-01-18,Saturday,10:55:40,TRP101737,1,Dadar,Vikhroli,11.31,315.95
2025-01-18,Saturday,10:56:06,TRP101747,1,Vikhroli,Panvel,9.06,163.63
2025-01-18,Saturday,10:57:20,TRP101827,1,Goregaon,Churchgate,29.76,395.91
2025-01-18,Saturday,11:00:18,TRP101859,2,Navi Mumbai,Airport Terminal 2,17.12,262.13
2025-01-18,Saturday,11:17:23,TRP101849,1,Juhu,Airport Terminal 1,7.17,139.86
2025-01-18,Saturday,11:19:11,TRP101807,3,Goregaon,Worli,14.68,285.23
2025-01-18,Saturday,11:31:46,TRP101772,1,Vikhroli,Vashi,31.05,474.98
2025-01-18,Saturday,11:49:03,TRP101749,1,Airport Terminal 1,Goregaon,1.54,71.62
2025-01-18,Saturday,11:50:21,TRP101745,3,Mulund,Malad,29.15,474.57
2025-01-18,Saturday,12:01:19,TRP101776,3,Panvel,Andheri West,8.69,264.61
2025-01-18,Saturday,12:04:12,TRP101833,1,Juhu,Airport Terminal 1,31.99,485.23
2025-01-18,Saturday,12:19:53,TRP101739,1,CST Station,Juhu,12.43,221.71
2025-01-18,Saturday,12:33:29,TRP101860,1,Chembur,Airport Terminal 2,15.22,314.5
2025-01-18,Saturday,12:55:48,TRP101821,1,Chembur,Powai,13.21,218.15
2025-01-18,Saturday,13:01:43,TRP101847,2,Churchgate,Goregaon,4.19,101.03
2025-01-18,Saturday,13:21:09,TRP101832,1,Juhu,Lower Parel,5.5,110.86
2025-01-18,Saturday,13:23:50,TRP101809,1,Mulund,Thane,13.3,278.93
2025-01-18,Saturday,13:24:35,TRP101754,1,Powai,Lower Parel,8.92,179.91
2025-01-18,Saturday,13:33:11,TRP101830,2,Borivali,Vashi,8.49,143.88
2025-01-18,Saturday,13:53:55,TRP101820,3,Goregaon,Vashi,12.28,233.37
2025-01-18,Saturday,13:54:10,TRP101805,2,Andheri West,Colaba,11.16,361.95
2025-01-18,Saturday,14:15:50,TRP101752,2,Vikhroli,Thane,22.91,326.17
2025-01-18,Saturday,14:30:13,TRP101816,1,Borivali,Powai,15.93,387.53
2025-01-18,Saturday,14:35:38,TRP101773,3,Colaba,Ghatkopar,7.7,222.65
2025-01-18,Saturday,14:50:56,TRP101844,1,Airport Terminal 2,Worli,12.71,328.4
2025-01-18,Saturday,15:10:53,TRP101767,2,Malad,Panvel,9.31,157.63
2025-01-18,Saturday,15:12:54,TRP101850,1,Andheri West,Vikhroli,19.59,396.45
2025-01-18,Saturday,15:40:04,TRP101826,1,Juhu,Chembur,8.12,141.05
2025-01-18,Saturday,15:52:25,TRP101792,1,Goregaon,Churchgate,10.77,198.94
2025-01-18,Saturday,16:00:07,TRP101837,2,Worli,Lower Parel,8.36,142.02
2025-01-18,Saturday,16:00:19,TRP101815,4,Dadar,Worli,23.24,388.74
2025-01-18,Saturday,16:06:52,TRP101795,1,Malad,Andheri East,8.57,214.72
2025-01-18,Saturday,16:12:17,TRP101834,2,Andheri West,Thane,12.5,184.25
2025-01-18,Saturday,16:15:40,TRP101818,3,Panvel,Thane,9.84,159.33
2025-01-18,Saturday,16:17:01,TRP101779,1,Mulund,Churchgate,18.68,259.8
2025-01-18,Saturday,16:23:24,TRP101848,1,Andheri East,Airport Terminal 1,11.55,191.54
2025-01-18,Saturday,16:33:06,TRP101790,1,Churchgate,Andheri East,13.88,309.69
2025-01-18,Saturday,16:50:17,TRP101750,4,Worli,Airport Terminal 1,15.2,371.94
2025-01-18,Saturday,16:56:53,TRP101771,1,Juhu,Malad,8.84,146.81
2025-01-18,Saturday,17:09:15,TRP101741,3,Airport Terminal 2,Airport Terminal 1,10.94,161.05
2025-01-18,Saturday,17:17:51,TRP101840,1,Airport Terminal 1,Borivali,22.62,313.81
2025-01-18,Saturday,17:21:11,TRP101831,1,Chembur,Airport Terminal 1,10.44,346.09
2025-01-18,Saturday,17:23:09,TRP101845,2,Mulund,Bandra,17.72,322.06
2025-01-18,Saturday,17:23:53,TRP101862,2,Colaba,Borivali,10.86,179.87
2025-01-18,Saturday,17:24:28,TRP101842,1,Malad,Goregaon,4.62,107.28
2025-01-18,Saturday,17:26:04,TRP101822,2,CST Station,Bandra,20.13,339.22
2025-01-18,Saturday,17:27:04,TRP101867,1,Lower Parel,Colaba,13.01,385.46
2025-01-18,Saturday,17:29:09,TRP101793,1,Mulund,Panvel,1.13,56.91
2025-01-18,Saturday,17:36:41,TRP101853,1,Vashi,Powai,12.08,198.45
2025-01-18,Saturday,17:42:50,TRP101825,1,Churchgate,Dadar,4.82,104.82
2025-01-18,Saturday,17:48:17,TRP101838,3,CST Station,Kurla,5.99,122.47
2025-01-18,Saturday,17:59:38,TRP101751,1,Lower Parel,Borivali,4.08,102.93
2025-01-18,Saturday,18:01:02,TRP101780,3,Airport Terminal 1,Thane,10.86,212.29
2025-01-18,Saturday,18:01:03,TRP101762,1,Chembur,Mulund,3.55,82.94
2025-01-18,Saturday,18:04:16,TRP101796,1,Navi Mumbai,Borivali,9.76,200.43
2025-01-18,Saturday,18:17:16,TRP101828,2,Lower Parel,Thane,6.63,159.9
2025-01-18,Saturday,18:24:54,TRP101843,1,Lower Parel,Panvel,13.67,313.41
2025-01-18,Saturday,18:45:40,TRP101801,1,Borivali,Navi Mumbai,9.36,171.21
2025-01-18,Saturday,18:50:21,TRP101791,1,Airport Terminal 1,Borivali,22.26,587.54
2025-01-18,Saturday,18:51:44,TRP101743,2,Dadar,Kurla,12.15,174.73
2025-01-18,Saturday,19:08:52,TRP101789,1,Malad,Mulund,21.77,750.67
2025-01-18,Saturday,19:31:01,TRP101764,2,Ghatkopar,Mulund,13.87,195.35
2025-01-18,Saturday,19:33:59,TRP101861,1,Thane,Powai,12.73,231.26
2025-01-18,Saturday,19:34:41,TRP101804,1,Vashi,Andheri West,5.37,112.94
2025-01-18,Saturday,19:44:18,TRP101829,2,Malad,Ghatkopar,18.12,289.41
2025-01-18,Saturday,19:47:08,TRP101864,1,Chembur,Colaba,5.83,195.57
2025-01-18,Saturday,19:49:06,TRP101799,2,Thane,Mulund,24.12,503.74
2025-01-18,Saturday,19:58:07,TRP101808,1,Borivali,Powai,18.95,338.15
2025-01-18,Saturday,20:03:46,TRP101758,1,Mulund,Dadar,26.49,349.92
2025-01-18,Saturday,20:17:55,TRP101852,1,Powai,Goregaon,6.25,166.26
2025-01-18,Saturday,20:27:35,TRP101783,2,Mulund,Airport Terminal 1,18.2,307.77
2025-01-18,Saturday,20:39:03,TRP101774,4,Andheri East,Juhu,8.72,152.55
2025-01-18,Saturday,20:49:01,TRP101803,1,Airport Terminal 2,Navi Mumbai,6.5,120.43
2025-01-18,Saturday,20:51:58,TRP101777,3,Malad,Borivali,19.07,314.78
2025-01-18,Saturday,21:10:31,TRP101740,1,Ghatkopar,Andheri West,5.14,145.24
2025-01-18,Saturday,21:28:09,TRP101736,2,Dadar,Vashi,11.01,162.46
2025-01-18,Saturday,21:30:11,TRP101778,1,Andheri East,Borivali,7.45,154.35
2025-01-18,Saturday,21:45:37,TRP101746,3,Lower Parel,Goregaon,7.71,219.79
2025-01-18,Saturday,21:46:17,TRP101748,1,Bandra,Navi Mumbai,6.71,167.57
2025-01-18,Saturday,22:22:30,TRP101811,3,Vikhroli,Airport Terminal 2,25.38,430.29
2025-01-18,Saturday,22:32:31,TRP101824,3,Vikhroli,Panvel,17.42,525.92
2025-01-18,Saturday,23:24:02,TRP101800,3,Airport Terminal 1,Panvel,12.18,207.09
2025-01-19,Sunday,00:12:11,TRP101955,1,Borivali,Vashi,19.71,422.34
2025-01-19,Sunday,04:20:10,TRP101981,3,Panvel,Vashi,14.73,208.12
2025-01-19,Sunday,04:46:58,TRP101967,1,Vashi,Malad,19.46,492.17
2025-01-19,Sunday,05:37:13,TRP101911,2,CST Station,Ghatkopar,20.22,627.99
2025-01-19,Sunday,05:46:37,TRP101905,1,CST Station,Colaba,19.44,258.17
2025-01-19,Sunday,06:32:13,TRP101869,1,Chembur,Airport Terminal 2,11.61,224.52
2025-01-19,Sunday,07:16:49,TRP101930,1,Worli,Borivali,7.05,145.76
2025-01-19,Sunday,07:19:42,TRP101927,1,Dadar,Mulund,10.19,159.89
2025-01-19,Sunday,07:28:08,TRP101895,1,Dadar,Vashi,19.91,327.47
2025-01-19,Sunday,07:33:34,TRP101977,1,Bandra,Juhu,13.85,249.7
2025-01-19,Sunday,07:44:08,TRP101974,2,Andheri West,Goregaon,13.49,246.21
2025-01-19,Sunday,07:51:01,TRP101936,2,Airport Terminal 1,Malad,5.55,182.29
2025-01-19,Sunday,08:11:52,TRP101941,1,Chembur,Churchgate,16.94,237.56
2025-01-19,Sunday,08:26:36,TRP101874,2,Malad,Thane,24.24,358.38
2025-01-19,Sunday,08:29:38,TRP101891,2,Juhu,Powai,17.75,292.54
2025-01-19,Sunday,08:35:15,TRP101938,1,Andheri West,Thane,16.82,241.21
2025-01-19,Sunday,08:36:24,TRP101989,2,Vashi,Andheri West,3.45,86.05
2025-01-19,Sunday,08:46:41,TRP101944,1,Borivali,Kurla,10.83,233.81
2025-01-19,Sunday,08:47:06,TRP101965,1,Chembur,Churchgate,8.19,137.14
2025-01-19,Sunday,08:52:24,TRP101872,2,Worli,Ghatkopar,18.68,304.81
2025-01-19,Sunday,08:56:08,TRP101901,2,Goregaon,Airport Terminal 2,28.47,578.79
2025-01-19,Sunday,09:02:02,TRP101923,1,Navi Mumbai,Malad,9.72,350.86
2025-01-19,Sunday,09:05:34,TRP101984,2,Dadar,Lower Parel,13.64,209.63
2025-01-19,Sunday,09:10:57,TRP101914,2,Thane,Malad,9.83,185.73
2025-01-19,Sunday,09:15:48,TRP101953,3,Ghatkopar,CST Station,14.46,478.61
2025-01-19,Sunday,09:27:54,TRP101885,1,Goregaon,Colaba,21.08,307.31
2025-01-19,Sunday,09:30:01,TRP101913,4,Borivali,Dadar,18.67,261.15
2025-01-19,Sunday,09:36:17,TRP101964,2,Andheri East,Thane,26.95,437.96
2025-01-19,Sunday,09:38:54,TRP101990,1,Lower Parel,CST Station,9.71,234.36
2025-01-19,Sunday,09:57:37,TRP101908,1,Juhu,Vikhroli,13.43,342.81
2025-01-19,Sunday,10:02:37,TRP101889,2,Bandra,Andheri West,21.69,299.44
2025-01-19,Sunday,10:11:45,TRP101929,4,Bandra,Dadar,15.15,271.16
2025-01-19,Sunday,10:15:29,TRP101894,1,Dadar,Mulund,4.56,103.56
2025-01-19,Sunday,10:19:59,TRP101868,1,Airport Terminal 2,Powai,5.04,114.2
2025-01-19,Sunday,10:27:49,TRP101948,2,Andheri East,Airport Terminal 1,13.4,226.69
2025-01-19,Sunday,10:41:45,TRP101893,3,Vikhroli,Thane,7.46,158.79
2025-01-19,Sunday,10:53:23,TRP101888,1,Ghatkopar,Mulund,14.4,301.97
2025-01-19,Sunday,10:53:48,TRP101931,1,CST Station,Panvel,23.19,389.19
2025-01-19,Sunday,10:56:26,TRP101933,1,Bandra,Ghatkopar,18.98,261.77
2025-01-19,Sunday,11:02:48,TRP101980,1,Andheri East,Panvel,16.77,339.75
2025-01-19,Sunday,11:20:18,TRP101870,3,Kurla,Andheri West,14.73,320.52
2025-01-19,Sunday,11:23:07,TRP101884,1,Colaba,Goregaon,33.52,564.23
2025-01-19,Sunday,11:25:37,TRP101939,1,Thane,Churchgate,7.71,157.81
2025-01-19,Sunday,11:48:12,TRP101994,1,Airport Terminal 2,Chembur,8.05,134.78
2025-01-19,Sunday,12:04:33,TRP101928,1,Kurla,Bandra,18.9,286.35
2025-01-19,Sunday,12:06:19,TRP101997,1,Panvel,Juhu,23.8,399.62
2025-01-19,Sunday,12:10:01,TRP101996,2,Goregaon,Thane,5.62,183.17
2025-01-19,Sunday,12:25:26,TRP101882,1,Churchgate,Worli,7.59,264.84
2025-01-19,Sunday,12:31:06,TRP101890,1,Juhu,Churchgate,22.28,351.68
2025-01-19,Sunday,12:40:34,TRP101979,2,Bandra,Vashi,11.88,422.3
2025-01-19,Sunday,12:40:50,TRP101906,3,Bandra,Airport Terminal 1,10.96,278.94
2025-01-19,Sunday,12:41:37,TRP101975,3,Mulund,Vashi,3.87,129.07
2025-01-19,Sunday,12:41:38,TRP101940,4,Airport Terminal 1,Andheri East,10.72,168.17
